QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -10
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.2	 nc: 0.5	 nm: 0.5	 bmp: 1	 cc: 1
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.67 	ga1: 8.10 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: 0.27 	gb1: 4.16 	gb2: 0.29 	gb3: 0.15 	gb4: -0.17 	gb5: 0.56 	gb6: 0.38 	gb7: -0.47 	gb8: 0.44 	gb9: -0.61
			Robot 7 	f: 368.53 	mf: 375.40 	ga0: -9.41 	ga1: -3.92 	ga2: 1.48 	ga3: 0.60 	ga4: 1.26 	ga5: 2.01 	ga6: 1.87 	gb0: -9.52 	gb1: -3.75 	gb2: 1.40 	gb3: 0.59 	gb4: 1.29 	gb5: 1.91 	gb6: 1.90 	gb7: -0.02 	gb8: -0.09 	gb9: -1.32
			Robot 8 	f: -125.63 	mf: 187.40 	ga0: -9.44 	ga1: -3.49 	ga2: 1.52 	ga3: 0.80 	ga4: 1.42 	ga5: 1.94 	ga6: 1.89 	gb0: -9.55 	gb1: -3.49 	gb2: 1.31 	gb3: 0.80 	gb4: 1.22 	gb5: 1.82 	gb6: 1.92 	gb7: -0.04 	gb8: -0.05 	gb9: -1.27
			Robot 9 	f: 33.71 	mf: 219.80 	ga0: -9.37 	ga1: 0.77 	ga2: 1.43 	ga3: 0.79 	ga4: 1.27 	ga5: 1.85 	ga6: 1.90 	gb0: -9.30 	gb1: -1.03 	gb2: 1.43 	gb3: 0.79 	gb4: 1.23 	gb5: 1.85 	gb6: 1.88 	gb7: 0.04 	gb8: -0.05 	gb9: -1.22
			Robot 10 	f: 541.77 	mf: 346.00 	ga0: -9.37 	ga1: -3.60 	ga2: 1.40 	ga3: 0.60 	ga4: 1.32 	ga5: 1.84 	ga6: 1.87 	gb0: -9.48 	gb1: -3.47 	gb2: 1.28 	gb3: 0.63 	gb4: 1.28 	gb5: 1.87 	gb6: 1.79 	gb7: -0.12 	gb8: 0.03 	gb9: -1.34
			Robot 11 	f: 99.11 	mf: 328.00 	ga0: -9.38 	ga1: -3.78 	ga2: 1.35 	ga3: 0.63 	ga4: 1.31 	ga5: 1.84 	ga6: 1.98 	gb0: -9.30 	gb1: -3.64 	gb2: 1.30 	gb3: 0.59 	gb4: 1.18 	gb5: 1.73 	gb6: 1.85 	gb7: 0.04 	gb8: 0.07 	gb9: -1.38
			Robot 12 	f: 384.89 	mf: 140.20 	ga0: -9.40 	ga1: -2.72 	ga2: 1.35 	ga3: 0.60 	ga4: 1.27 	ga5: 1.88 	ga6: 2.09 	gb0: -9.49 	gb1: -2.66 	gb2: 1.37 	gb3: 0.65 	gb4: 1.18 	gb5: 1.83 	gb6: 1.99 	gb7: 0.03 	gb8: 0.04 	gb9: -1.22
			Robot 13 	f: 1090.82 	mf: 343.60 	ga0: -9.41 	ga1: -3.53 	ga2: 1.34 	ga3: 0.60 	ga4: 1.26 	ga5: 1.84 	ga6: 1.87 	gb0: -9.39 	gb1: -3.40 	gb2: 1.27 	gb3: 0.63 	gb4: 1.24 	gb5: 1.76 	gb6: 1.84 	gb7: 0.01 	gb8: -0.04 	gb9: -1.33
			Robot 14 	f: -646.39 	mf: 96.60 	ga0: -9.19 	ga1: -3.05 	ga2: 1.35 	ga3: 0.76 	ga4: 1.26 	ga5: 2.01 	ga6: 1.86 	gb0: -9.37 	gb1: -3.03 	gb2: 1.40 	gb3: 0.71 	gb4: 1.28 	gb5: 1.89 	gb6: 1.80 	gb7: -0.04 	gb8: -0.04 	gb9: -1.39
		Population 146
			Robot 0 	f: 463.59 	mf: 251.40 	ga0: -9.37 	ga1: -3.33 	ga2: 1.38 	ga3: 0.63 	ga4: 1.47 	ga5: 1.97 	ga6: 1.94 	gb0: -9.44 	gb1: -3.44 	gb2: 1.41 	gb3: 0.60 	gb4: 1.26 	gb5: 1.98 	gb6: 2.02 	gb7: 0.01 	gb8: -0.12 	gb9: -1.24
			Robot 1 	f: 826.11 	mf: 621.40 	ga0: -9.34 	ga1: -3.50 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -3.48 	gb2: 1.37 	gb3: 0.58 	gb4: 1.19 	gb5: 1.84 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.18
			Robot 2 	f: -230.38 	mf: 330.00 	ga0: -9.67 	ga1: -3.57 	ga2: 1.35 	ga3: 0.83 	ga4: 1.28 	ga5: 1.85 	ga6: 1.87 	gb0: -9.63 	gb1: -3.53 	gb2: 1.27 	gb3: 0.80 	gb4: 1.18 	gb5: 1.80 	gb6: 1.95 	gb7: 0.05 	gb8: 0.03 	gb9: -1.21
			Robot 3 	f: 142.98 	mf: 342.60 	ga0: -9.36 	ga1: -3.28 	ga2: 1.34 	ga3: 0.64 	ga4: 1.37 	ga5: 1.85 	ga6: 1.87 	gb0: -9.49 	gb1: -3.35 	gb2: 1.22 	gb3: 0.65 	gb4: 1.31 	gb5: 1.79 	gb6: 1.79 	gb7: -0.01 	gb8: -0.11 	gb9: -1.27
			Robot 4 	f: 603.76 	mf: 464.00 	ga0: -9.40 	ga1: -1.25 	ga2: 1.34 	ga3: 0.60 	ga4: 1.30 	ga5: 1.85 	ga6: 1.88 	gb0: -9.43 	gb1: -2.27 	gb2: 1.37 	gb3: 0.55 	gb4: 1.28 	gb5: 1.87 	gb6: 1.85 	gb7: -0.04 	gb8: -0.03 	gb9: -1.19
			Robot 5 	f: 37.91 	mf: 328.20 	ga0: -9.37 	ga1: -3.56 	ga2: 1.35 	ga3: 0.62 	ga4: 1.39 	ga5: 1.85 	ga6: 1.92 	gb0: -9.52 	gb1: -3.61 	gb2: 1.28 	gb3: 0.60 	gb4: 1.42 	gb5: 1.91 	gb6: 1.91 	gb7: -0.10 	gb8: -0.12 	gb9: -1.16
			Robot 6 	f: 381.31 	mf: 231.60 	ga0: -9.36 	ga1: -3.55 	ga2: 1.34 	ga3: 0.61 	ga4: 1.28 	ga5: 2.07 	ga6: 1.90 	gb0: -9.42 	gb1: -3.59 	gb2: 1.36 	gb3: 0.67 	gb4: 1.31 	gb5: 1.91 	gb6: 1.84 	gb7: -0.01 	gb8: -0.09 	gb9: -1.23
			Robot 7 	f: -153.68 	mf: 310.80 	ga0: -9.37 	ga1: -3.71 	ga2: 1.51 	ga3: 0.60 	ga4: 1.27 	ga5: 1.93 	ga6: 1.87 	gb0: -9.37 	gb1: -3.60 	gb2: 1.48 	gb3: 0.64 	gb4: 1.30 	gb5: 1.83 	gb6: 1.80 	gb7: -0.02 	gb8: -0.10 	gb9: -1.18
			Robot 8 	f: 502.56 	mf: 291.00 	ga0: -9.39 	ga1: -3.50 	ga2: 1.62 	ga3: 0.70 	ga4: 1.35 	ga5: 1.90 	ga6: 1.88 	gb0: -9.40 	gb1: -3.55 	gb2: 1.41 	gb3: 0.74 	gb4: 1.37 	gb5: 1.95 	gb6: 1.90 	gb7: -0.01 	gb8: 0.02 	gb9: -1.28
			Robot 9 	f: 3.17 	mf: 190.20 	ga0: -9.35 	ga1: -1.37 	ga2: 1.49 	ga3: 0.84 	ga4: 1.28 	ga5: 1.85 	ga6: 1.95 	gb0: -9.38 	gb1: -1.74 	gb2: 1.35 	gb3: 0.75 	gb4: 1.29 	gb5: 1.94 	gb6: 1.99 	gb7: 0.04 	gb8: -0.07 	gb9: -1.19
			Robot 10 	f: 50.85 	mf: 301.00 	ga0: -9.35 	ga1: -0.28 	ga2: 1.36 	ga3: 0.60 	ga4: 1.30 	ga5: 1.85 	ga6: 1.87 	gb0: -9.44 	gb1: -1.92 	gb2: 1.30 	gb3: 0.68 	gb4: 1.18 	gb5: 1.83 	gb6: 1.78 	gb7: -0.08 	gb8: 0.08 	gb9: -1.31
			Robot 11 	f: 731.15 	mf: 439.20 	ga0: -9.38 	ga1: -3.78 	ga2: 1.35 	ga3: 0.63 	ga4: 1.31 	ga5: 1.84 	ga6: 1.98 	gb0: -9.30 	gb1: -3.64 	gb2: 1.30 	gb3: 0.59 	gb4: 1.18 	gb5: 1.73 	gb6: 1.85 	gb7: 0.04 	gb8: 0.07 	gb9: -1.38
			Robot 12 	f: 3.19 	mf: 169.20 	ga0: -9.69 	ga1: -3.11 	ga2: 1.55 	ga3: 0.60 	ga4: 1.28 	ga5: 1.87 	ga6: 1.98 	gb0: -9.50 	gb1: -3.05 	gb2: 1.40 	gb3: 0.63 	gb4: 1.16 	gb5: 1.75 	gb6: 1.96 	gb7: 0.04 	gb8: -0.05 	gb9: -1.33
			Robot 13 	f: 18.13 	mf: 300.40 	ga0: -9.38 	ga1: -3.52 	ga2: 1.33 	ga3: 0.74 	ga4: 1.27 	ga5: 1.88 	ga6: 1.87 	gb0: -9.42 	gb1: -3.45 	gb2: 1.35 	gb3: 0.70 	gb4: 1.16 	gb5: 1.90 	gb6: 1.80 	gb7: -0.05 	gb8: -0.12 	gb9: -1.30
			Robot 14 	f: 261.14 	mf: 75.40 	ga0: -9.26 	ga1: -0.14 	ga2: 1.38 	ga3: 0.83 	ga4: 1.28 	ga5: 1.93 	ga6: 1.87 	gb0: -9.37 	gb1: -1.74 	gb2: 1.45 	gb3: 0.74 	gb4: 1.25 	gb5: 1.80 	gb6: 1.74 	gb7: 0.03 	gb8: 0.07 	gb9: -1.20
		Population 147
			Robot 0 	f: 454.98 	mf: 415.00 	ga0: -9.68 	ga1: -3.42 	ga2: 1.36 	ga3: 0.61 	ga4: 1.38 	ga5: 1.99 	ga6: 2.10 	gb0: -9.64 	gb1: -3.36 	gb2: 1.27 	gb3: 0.55 	gb4: 1.21 	gb5: 1.96 	gb6: 2.00 	gb7: -0.01 	gb8: -0.07 	gb9: -1.34
			Robot 1 	f: 378.08 	mf: 575.40 	ga0: -9.34 	ga1: -3.50 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -3.48 	gb2: 1.37 	gb3: 0.58 	gb4: 1.19 	gb5: 1.84 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.18
			Robot 2 	f: 336.88 	mf: 165.20 	ga0: -9.75 	ga1: -3.54 	ga2: 1.54 	ga3: 0.72 	ga4: 1.28 	ga5: 1.85 	ga6: 1.87 	gb0: -9.67 	gb1: -3.57 	gb2: 1.41 	gb3: 0.67 	gb4: 1.31 	gb5: 1.89 	gb6: 1.79 	gb7: -0.00 	gb8: -0.02 	gb9: -1.26
			Robot 3 	f: 256.32 	mf: 235.20 	ga0: -9.35 	ga1: -3.39 	ga2: 1.33 	ga3: 0.62 	ga4: 1.33 	ga5: 1.85 	ga6: 2.07 	gb0: -9.34 	gb1: -3.44 	gb2: 1.35 	gb3: 0.69 	gb4: 1.31 	gb5: 1.84 	gb6: 1.97 	gb7: -0.09 	gb8: 0.03 	gb9: -1.35
			Robot 4 	f: 532.67 	mf: 564.80 	ga0: -9.37 	ga1: -2.38 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.85 	ga6: 1.88 	gb0: -9.32 	gb1: -2.71 	gb2: 1.41 	gb3: 0.53 	gb4: 1.23 	gb5: 1.80 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.29
			Robot 5 	f: 660.89 	mf: 356.80 	ga0: -9.37 	ga1: -3.56 	ga2: 1.35 	ga3: 0.62 	ga4: 1.39 	ga5: 1.85 	ga6: 1.92 	gb0: -9.52 	gb1: -3.61 	gb2: 1.28 	gb3: 0.60 	gb4: 1.42 	gb5: 1.91 	gb6: 1.91 	gb7: -0.10 	gb8: -0.12 	gb9: -1.16
			Robot 6 	f: 524.09 	mf: 216.40 	ga0: -9.35 	ga1: -3.53 	ga2: 1.34 	ga3: 0.80 	ga4: 1.28 	ga5: 1.96 	ga6: 1.89 	gb0: -9.37 	gb1: -3.56 	gb2: 1.25 	gb3: 0.72 	gb4: 1.21 	gb5: 1.83 	gb6: 1.90 	gb7: -0.12 	gb8: 0.06 	gb9: -1.33
			Robot 7 	f: 639.71 	mf: 407.20 	ga0: -9.37 	ga1: -3.71 	ga2: 1.51 	ga3: 0.60 	ga4: 1.27 	ga5: 1.93 	ga6: 1.87 	gb0: -9.37 	gb1: -3.60 	gb2: 1.48 	gb3: 0.64 	gb4: 1.30 	gb5: 1.83 	gb6: 1.80 	gb7: -0.02 	gb8: -0.10 	gb9: -1.18
			Robot 8 	f: 274.24 	mf: 349.60 	ga0: -9.36 	ga1: -3.50 	ga2: 1.47 	ga3: 0.65 	ga4: 1.48 	ga5: 1.88 	ga6: 1.88 	gb0: -9.37 	gb1: -3.59 	gb2: 1.44 	gb3: 0.73 	gb4: 1.31 	gb5: 1.90 	gb6: 1.88 	gb7: -0.12 	gb8: 0.07 	gb9: -1.34
			Robot 9 	f: -75.03 	mf: 176.60 	ga0: -9.34 	ga1: -2.43 	ga2: 1.41 	ga3: 0.72 	ga4: 1.28 	ga5: 1.85 	ga6: 1.91 	gb0: -9.46 	gb1: -2.55 	gb2: 1.47 	gb3: 0.77 	gb4: 1.19 	gb5: 1.97 	gb6: 2.00 	gb7: -0.03 	gb8: 0.02 	gb9: -1.24
			Robot 10 	f: -89.32 	mf: 154.00 	ga0: -9.35 	ga1: -1.89 	ga2: 1.35 	ga3: 0.60 	ga4: 1.33 	ga5: 1.85 	ga6: 1.87 	gb0: -9.38 	gb1: -2.30 	gb2: 1.40 	gb3: 0.63 	gb4: 1.19 	gb5: 1.92 	gb6: 1.86 	gb7: 0.00 	gb8: -0.06 	gb9: -1.37
			Robot 11 	f: 159.11 	mf: 407.40 	ga0: -9.36 	ga1: -0.82 	ga2: 1.34 	ga3: 0.62 	ga4: 1.30 	ga5: 1.85 	ga6: 1.93 	gb0: -9.29 	gb1: -2.26 	gb2: 1.27 	gb3: 0.58 	gb4: 1.23 	gb5: 1.78 	gb6: 1.84 	gb7: 0.04 	gb8: 0.05 	gb9: -1.22
			Robot 12 	f: 429.67 	mf: 109.40 	ga0: -9.51 	ga1: -3.31 	ga2: 1.44 	ga3: 0.60 	ga4: 1.28 	ga5: 1.86 	ga6: 1.93 	gb0: -9.39 	gb1: -3.24 	gb2: 1.37 	gb3: 0.63 	gb4: 1.26 	gb5: 1.79 	gb6: 1.82 	gb7: -0.09 	gb8: -0.07 	gb9: -1.26
			Robot 13 	f: 439.18 	mf: 290.20 	ga0: -9.68 	ga1: -3.51 	ga2: 1.38 	ga3: 0.67 	ga4: 1.28 	ga5: 1.87 	ga6: 1.87 	gb0: -9.50 	gb1: -3.48 	gb2: 1.41 	gb3: 0.65 	gb4: 1.19 	gb5: 1.90 	gb6: 1.78 	gb7: -0.06 	gb8: 0.05 	gb9: -1.32
			Robot 14 	f: -294.89 	mf: -50.80 	ga0: -9.65 	ga1: -1.82 	ga2: 1.35 	ga3: 0.72 	ga4: 1.28 	ga5: 2.11 	ga6: 1.87 	gb0: -9.53 	gb1: -2.25 	gb2: 1.30 	gb3: 0.63 	gb4: 1.26 	gb5: 2.00 	gb6: 1.86 	gb7: -0.05 	gb8: -0.07 	gb9: -1.28
		Population 148
			Robot 0 	f: 462.82 	mf: 459.60 	ga0: -9.25 	ga1: -3.73 	ga2: 1.40 	ga3: 0.61 	ga4: 1.33 	ga5: 1.92 	ga6: 1.99 	gb0: -9.46 	gb1: -3.49 	gb2: 1.32 	gb3: 0.48 	gb4: 1.32 	gb5: 1.84 	gb6: 1.98 	gb7: -0.05 	gb8: 0.04 	gb9: -1.27
			Robot 1 	f: 321.03 	mf: 543.40 	ga0: -9.34 	ga1: -3.50 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -3.48 	gb2: 1.37 	gb3: 0.58 	gb4: 1.19 	gb5: 1.84 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.18
			Robot 2 	f: 675.07 	mf: 223.80 	ga0: -9.75 	ga1: -3.54 	ga2: 1.54 	ga3: 0.72 	ga4: 1.28 	ga5: 1.85 	ga6: 1.87 	gb0: -9.67 	gb1: -3.57 	gb2: 1.41 	gb3: 0.67 	gb4: 1.31 	gb5: 1.89 	gb6: 1.79 	gb7: -0.00 	gb8: -0.02 	gb9: -1.26
			Robot 3 	f: 384.14 	mf: 198.20 	ga0: -9.17 	ga1: -3.45 	ga2: 1.33 	ga3: 0.61 	ga4: 1.31 	ga5: 1.86 	ga6: 1.97 	gb0: -9.31 	gb1: -3.50 	gb2: 1.33 	gb3: 0.62 	gb4: 1.29 	gb5: 1.89 	gb6: 1.88 	gb7: 0.03 	gb8: -0.05 	gb9: -1.27
			Robot 4 	f: 246.03 	mf: 448.80 	ga0: -9.35 	ga1: -0.97 	ga2: 1.33 	ga3: 0.60 	ga4: 1.31 	ga5: 1.85 	ga6: 1.88 	gb0: -9.46 	gb1: -1.95 	gb2: 1.32 	gb3: 0.55 	gb4: 1.23 	gb5: 1.82 	gb6: 1.94 	gb7: 0.01 	gb8: -0.13 	gb9: -1.30
			Robot 5 	f: 636.91 	mf: 381.40 	ga0: -9.37 	ga1: -3.56 	ga2: 1.35 	ga3: 0.62 	ga4: 1.39 	ga5: 1.85 	ga6: 1.92 	gb0: -9.52 	gb1: -3.61 	gb2: 1.28 	gb3: 0.60 	gb4: 1.42 	gb5: 1.91 	gb6: 1.91 	gb7: -0.10 	gb8: -0.12 	gb9: -1.16
			Robot 6 	f: 386.13 	mf: 170.40 	ga0: -9.17 	ga1: 0.24 	ga2: 1.33 	ga3: 0.91 	ga4: 1.28 	ga5: 2.04 	ga6: 1.88 	gb0: -9.26 	gb1: -1.68 	gb2: 1.29 	gb3: 0.79 	gb4: 1.27 	gb5: 1.91 	gb6: 1.89 	gb7: 0.04 	gb8: 0.10 	gb9: -1.37
			Robot 7 	f: 346.54 	mf: 333.40 	ga0: -9.35 	ga1: -3.61 	ga2: 1.42 	ga3: 0.60 	ga4: 1.35 	ga5: 1.89 	ga6: 1.87 	gb0: -9.40 	gb1: -3.66 	gb2: 1.33 	gb3: 0.62 	gb4: 1.31 	gb5: 1.89 	gb6: 1.75 	gb7: -0.01 	gb8: -0.01 	gb9: -1.29
			Robot 8 	f: 187.28 	mf: 307.80 	ga0: -9.35 	ga1: -4.25 	ga2: 1.40 	ga3: 0.84 	ga4: 1.38 	ga5: 2.08 	ga6: 1.88 	gb0: -9.30 	gb1: -3.83 	gb2: 1.33 	gb3: 0.75 	gb4: 1.28 	gb5: 1.89 	gb6: 1.86 	gb7: -0.07 	gb8: -0.05 	gb9: -1.29
			Robot 9 	f: 121.68 	mf: 98.20 	ga0: -9.34 	ga1: -3.48 	ga2: 1.37 	ga3: 0.70 	ga4: 1.29 	ga5: 1.86 	ga6: 1.90 	gb0: -9.47 	gb1: -3.34 	gb2: 1.32 	gb3: 0.67 	gb4: 1.14 	gb5: 1.90 	gb6: 1.82 	gb7: 0.03 	gb8: -0.05 	gb9: -1.32
			Robot 10 	f: -119.78 	mf: 76.60 	ga0: -9.34 	ga1: -2.70 	ga2: 1.46 	ga3: 0.60 	ga4: 1.31 	ga5: 1.85 	ga6: 1.87 	gb0: -9.42 	gb1: -2.73 	gb2: 1.41 	gb3: 0.56 	gb4: 1.23 	gb5: 1.92 	gb6: 1.78 	gb7: -0.06 	gb8: 0.01 	gb9: -1.30
			Robot 11 	f: 115.61 	mf: 321.60 	ga0: -9.35 	ga1: -2.16 	ga2: 1.33 	ga3: 0.61 	ga4: 1.29 	ga5: 2.00 	ga6: 1.90 	gb0: -9.32 	gb1: -2.51 	gb2: 1.35 	gb3: 0.68 	gb4: 1.25 	gb5: 1.87 	gb6: 1.79 	gb7: -0.07 	gb8: -0.10 	gb9: -1.22
			Robot 12 	f: 455.19 	mf: 140.20 	ga0: -9.42 	ga1: -1.70 	ga2: 1.38 	ga3: 0.60 	ga4: 1.29 	ga5: 1.92 	ga6: 1.90 	gb0: -9.40 	gb1: -2.46 	gb2: 1.34 	gb3: 0.66 	gb4: 1.21 	gb5: 1.82 	gb6: 1.95 	gb7: -0.08 	gb8: -0.12 	gb9: -1.32
			Robot 13 	f: 752.44 	mf: 365.00 	ga0: -9.68 	ga1: -3.51 	ga2: 1.38 	ga3: 0.67 	ga4: 1.28 	ga5: 1.87 	ga6: 1.87 	gb0: -9.50 	gb1: -3.48 	gb2: 1.41 	gb3: 0.65 	gb4: 1.19 	gb5: 1.90 	gb6: 1.78 	gb7: -0.06 	gb8: 0.05 	gb9: -1.32
			Robot 14 	f: 246.22 	mf: -42.20 	ga0: -9.75 	ga1: -2.66 	ga2: 1.34 	ga3: 0.66 	ga4: 1.28 	ga5: 1.98 	ga6: 1.87 	gb0: -9.53 	gb1: -2.68 	gb2: 1.41 	gb3: 0.60 	gb4: 1.16 	gb5: 1.93 	gb6: 1.95 	gb7: -0.05 	gb8: -0.02 	gb9: -1.19
		Population 149
			Robot 0 	f: 479.78 	mf: 496.00 	ga0: -9.30 	ga1: -3.62 	ga2: 1.36 	ga3: 0.60 	ga4: 1.49 	ga5: 1.89 	ga6: 1.93 	gb0: -9.28 	gb1: -3.46 	gb2: 1.30 	gb3: 0.50 	gb4: 1.39 	gb5: 1.94 	gb6: 1.95 	gb7: -0.13 	gb8: -0.10 	gb9: -1.19
			Robot 1 	f: 694.31 	mf: 638.40 	ga0: -9.34 	ga1: -3.50 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -3.48 	gb2: 1.37 	gb3: 0.58 	gb4: 1.19 	gb5: 1.84 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.18
			Robot 2 	f: 622.54 	mf: 338.40 	ga0: -9.27 	ga1: -3.52 	ga2: 1.63 	ga3: 0.66 	ga4: 1.29 	ga5: 1.85 	ga6: 1.87 	gb0: -9.35 	gb1: -3.58 	gb2: 1.56 	gb3: 0.62 	gb4: 1.30 	gb5: 1.89 	gb6: 1.86 	gb7: -0.11 	gb8: 0.01 	gb9: -1.21
			Robot 3 	f: 556.89 	mf: 307.40 	ga0: -9.25 	ga1: -3.47 	ga2: 1.33 	ga3: 0.79 	ga4: 1.30 	ga5: 1.86 	ga6: 1.92 	gb0: -9.40 	gb1: -3.48 	gb2: 1.36 	gb3: 0.77 	gb4: 1.35 	gb5: 1.76 	gb6: 1.94 	gb7: -0.05 	gb8: 0.07 	gb9: -1.26
			Robot 4 	f: 545.86 	mf: 549.40 	ga0: -9.34 	ga1: -2.24 	ga2: 1.33 	ga3: 0.60 	ga4: 1.30 	ga5: 1.86 	ga6: 1.88 	gb0: -9.45 	gb1: -2.48 	gb2: 1.40 	gb3: 0.53 	gb4: 1.18 	gb5: 1.81 	gb6: 1.90 	gb7: 0.02 	gb8: -0.03 	gb9: -1.22
			Robot 5 	f: 520.38 	mf: 449.20 	ga0: -9.35 	ga1: -3.53 	ga2: 1.34 	ga3: 0.61 	ga4: 1.34 	ga5: 1.89 	ga6: 1.90 	gb0: -9.34 	gb1: -3.55 	gb2: 1.34 	gb3: 0.69 	gb4: 1.27 	gb5: 1.79 	gb6: 1.78 	gb7: 0.01 	gb8: -0.06 	gb9: -1.17
			Robot 6 	f: 238.92 	mf: 203.00 	ga0: -9.25 	ga1: -1.63 	ga2: 1.53 	ga3: 0.99 	ga4: 1.29 	ga5: 1.95 	ga6: 1.88 	gb0: -9.21 	gb1: -2.12 	gb2: 1.41 	gb3: 0.87 	gb4: 1.33 	gb5: 1.89 	gb6: 1.95 	gb7: 0.03 	gb8: -0.04 	gb9: -1.21
			Robot 7 	f: 467.51 	mf: 333.40 	ga0: -9.35 	ga1: -3.55 	ga2: 1.37 	ga3: 0.66 	ga4: 1.32 	ga5: 2.11 	ga6: 1.87 	gb0: -9.39 	gb1: -3.50 	gb2: 1.29 	gb3: 0.69 	gb4: 1.21 	gb5: 1.93 	gb6: 1.76 	gb7: 0.06 	gb8: 0.06 	gb9: -1.26
			Robot 8 	f: 568.43 	mf: 281.20 	ga0: -9.34 	ga1: -3.88 	ga2: 1.36 	ga3: 0.72 	ga4: 1.34 	ga5: 1.97 	ga6: 1.88 	gb0: -9.43 	gb1: -3.69 	gb2: 1.32 	gb3: 0.66 	gb4: 1.34 	gb5: 1.87 	gb6: 1.83 	gb7: -0.12 	gb8: 0.02 	gb9: -1.21
			Robot 9 	f: 715.89 	mf: 159.40 	ga0: -9.34 	ga1: -3.48 	ga2: 1.37 	ga3: 0.70 	ga4: 1.29 	ga5: 1.86 	ga6: 1.90 	gb0: -9.47 	gb1: -3.34 	gb2: 1.32 	gb3: 0.67 	gb4: 1.14 	gb5: 1.90 	gb6: 1.82 	gb7: 0.03 	gb8: -0.05 	gb9: -1.32
			Robot 10 	f: -200.04 	mf: 36.60 	ga0: -9.34 	ga1: -3.10 	ga2: 1.40 	ga3: 0.60 	ga4: 1.40 	ga5: 1.85 	ga6: 1.87 	gb0: -9.30 	gb1: -3.02 	gb2: 1.33 	gb3: 0.61 	gb4: 1.33 	gb5: 1.87 	gb6: 1.76 	gb7: -0.11 	gb8: 0.08 	gb9: -1.20
			Robot 11 	f: 253.45 	mf: 271.40 	ga0: -9.34 	ga1: -2.83 	ga2: 1.37 	ga3: 0.71 	ga4: 1.29 	ga5: 2.00 	ga6: 1.89 	gb0: -9.43 	gb1: -2.94 	gb2: 1.32 	gb3: 0.68 	gb4: 1.27 	gb5: 1.92 	gb6: 1.77 	gb7: -0.13 	gb8: -0.08 	gb9: -1.18
			Robot 12 	f: 178.75 	mf: 289.80 	ga0: -9.38 	ga1: -3.80 	ga2: 1.36 	ga3: 0.60 	ga4: 1.47 	ga5: 1.89 	ga6: 1.89 	gb0: -9.41 	gb1: -3.41 	gb2: 1.44 	gb3: 0.55 	gb4: 1.40 	gb5: 1.78 	gb6: 1.92 	gb7: -0.10 	gb8: -0.10 	gb9: -1.23
			Robot 13 	f: 627.42 	mf: 585.20 	ga0: -9.51 	ga1: -3.51 	ga2: 1.35 	ga3: 0.63 	ga4: 1.28 	ga5: 1.86 	ga6: 1.87 	gb0: -9.52 	gb1: -3.54 	gb2: 1.36 	gb3: 0.60 	gb4: 1.31 	gb5: 1.84 	gb6: 1.82 	gb7: -0.10 	gb8: 0.00 	gb9: -1.20
			Robot 14 	f: 181.29 	mf: -50.40 	ga0: -9.54 	ga1: -3.08 	ga2: 1.47 	ga3: 0.63 	ga4: 1.41 	ga5: 1.92 	ga6: 1.87 	gb0: -9.61 	gb1: -3.11 	gb2: 1.50 	gb3: 0.56 	gb4: 1.21 	gb5: 1.90 	gb6: 1.78 	gb7: 0.01 	gb8: -0.02 	gb9: -1.17
		Population 150
			Robot 0 	f: 653.03 	mf: 502.20 	ga0: -9.30 	ga1: -3.62 	ga2: 1.36 	ga3: 0.60 	ga4: 1.49 	ga5: 1.89 	ga6: 1.93 	gb0: -9.28 	gb1: -3.46 	gb2: 1.30 	gb3: 0.50 	gb4: 1.39 	gb5: 1.94 	gb6: 1.95 	gb7: -0.13 	gb8: -0.10 	gb9: -1.19
			Robot 1 	f: 653.78 	mf: 574.40 	ga0: -9.34 	ga1: -3.50 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -3.48 	gb2: 1.37 	gb3: 0.58 	gb4: 1.19 	gb5: 1.84 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.18
