QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -100
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.4	 nc: 0.5	 nm: 0.2	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.62 	ga1: 2.55 	ga2: 0.00 	ga3: 0.08 	ga4: 0.06 	ga5: 0.00 	ga6: 0.00 	gb0: 0.59 	gb1: 0.67 	gb2: 0.26 	gb3: 0.25 	gb4: 0.33 	gb5: -0.70 	gb6: 1.02 	gb7: 1.43 	gb8: 3.95 	gb9: -1.57
			Robot 13 	f: 51.98 	mf: -68.20 	ga0: 0.80 	ga1: 2.34 	ga2: 0.79 	ga3: 0.56 	ga4: 1.13 	ga5: 0.74 	ga6: 1.15 	gb0: 0.68 	gb1: 0.45 	gb2: 0.68 	gb3: 0.64 	gb4: 0.38 	gb5: 1.98 	gb6: 2.75 	gb7: 0.62 	gb8: -1.00 	gb9: 1.12
			Robot 14 	f: 42.71 	mf: -45.00 	ga0: 0.48 	ga1: 2.49 	ga2: 0.90 	ga3: 0.76 	ga4: 1.21 	ga5: 0.81 	ga6: 1.17 	gb0: 0.39 	gb1: 0.43 	gb2: 0.57 	gb3: 0.41 	gb4: 0.60 	gb5: 1.75 	gb6: 0.47 	gb7: -0.94 	gb8: -2.24 	gb9: 1.51
		Population 54
			Robot 0 	f: 131.01 	mf: 92.40 	ga0: 0.47 	ga1: 2.57 	ga2: 0.73 	ga3: 0.47 	ga4: 1.17 	ga5: 0.72 	ga6: 1.39 	gb0: 0.39 	gb1: 0.56 	gb2: 0.32 	gb3: 0.74 	gb4: 0.72 	gb5: -1.78 	gb6: 0.38 	gb7: -2.89 	gb8: -0.62 	gb9: -0.66
			Robot 1 	f: 169.76 	mf: 77.00 	ga0: 0.53 	ga1: 1.70 	ga2: 0.75 	ga3: 0.45 	ga4: 1.15 	ga5: 0.74 	ga6: 1.25 	gb0: 0.67 	gb1: 0.26 	gb2: 0.38 	gb3: 0.73 	gb4: 0.59 	gb5: 2.41 	gb6: -1.41 	gb7: -1.84 	gb8: -2.49 	gb9: -0.03
			Robot 2 	f: 210.25 	mf: -310.40 	ga0: 0.66 	ga1: 2.36 	ga2: 0.79 	ga3: 0.47 	ga4: 1.39 	ga5: 0.73 	ga6: 1.51 	gb0: 0.31 	gb1: 0.62 	gb2: 0.52 	gb3: 0.54 	gb4: 0.46 	gb5: -2.19 	gb6: 2.57 	gb7: 1.44 	gb8: -0.82 	gb9: -1.68
			Robot 3 	f: 172.55 	mf: 84.00 	ga0: 0.61 	ga1: 2.41 	ga2: 0.65 	ga3: 0.77 	ga4: 1.20 	ga5: 0.67 	ga6: 1.17 	gb0: 0.63 	gb1: 0.61 	gb2: 0.26 	gb3: 0.70 	gb4: 0.34 	gb5: 0.19 	gb6: 0.52 	gb7: 0.11 	gb8: -2.95 	gb9: -2.44
			Robot 4 	f: 12.82 	mf: 13.80 	ga0: 0.26 	ga1: 2.36 	ga2: 0.69 	ga3: 0.47 	ga4: 1.10 	ga5: 0.70 	ga6: 1.34 	gb0: 0.64 	gb1: 0.23 	gb2: 0.39 	gb3: 0.38 	gb4: 0.33 	gb5: -2.06 	gb6: 0.37 	gb7: -0.94 	gb8: -0.25 	gb9: -0.96
			Robot 5 	f: 163.67 	mf: 95.40 	ga0: 0.55 	ga1: 2.69 	ga2: 0.70 	ga3: 0.64 	ga4: 1.15 	ga5: 0.98 	ga6: 1.17 	gb0: 0.44 	gb1: 0.35 	gb2: 0.37 	gb3: 0.59 	gb4: 0.31 	gb5: 2.84 	gb6: -1.65 	gb7: -1.96 	gb8: -0.44 	gb9: -0.33
			Robot 6 	f: 107.22 	mf: -199.20 	ga0: 0.83 	ga1: 2.72 	ga2: 0.66 	ga3: 0.52 	ga4: 1.21 	ga5: 0.68 	ga6: 1.31 	gb0: 0.42 	gb1: 0.35 	gb2: 0.61 	gb3: 0.63 	gb4: 0.74 	gb5: 0.99 	gb6: 0.83 	gb7: -2.34 	gb8: -2.68 	gb9: -1.21
			Robot 7 	f: -47.50 	mf: 23.20 	ga0: 0.48 	ga1: 2.43 	ga2: 0.68 	ga3: 0.47 	ga4: 1.11 	ga5: 0.89 	ga6: 1.36 	gb0: 0.64 	gb1: 0.68 	gb2: 0.40 	gb3: 0.74 	gb4: 0.67 	gb5: -0.62 	gb6: -1.56 	gb7: -1.98 	gb8: -2.58 	gb9: -1.23
			Robot 8 	f: 214.96 	mf: 71.40 	ga0: 0.70 	ga1: 0.91 	ga2: 0.66 	ga3: 0.51 	ga4: 1.26 	ga5: 0.76 	ga6: 1.23 	gb0: 0.73 	gb1: 0.64 	gb2: 0.53 	gb3: 0.30 	gb4: 0.78 	gb5: -1.70 	gb6: -1.76 	gb7: -2.83 	gb8: -2.35 	gb9: 0.14
			Robot 9 	f: 199.33 	mf: 95.80 	ga0: 0.58 	ga1: 2.76 	ga2: 0.66 	ga3: 0.76 	ga4: 1.16 	ga5: 0.83 	ga6: 1.15 	gb0: 0.75 	gb1: 0.26 	gb2: 0.64 	gb3: 0.78 	gb4: 0.44 	gb5: 1.78 	gb6: -1.59 	gb7: -0.63 	gb8: -0.18 	gb9: -2.48
			Robot 10 	f: 162.68 	mf: -93.80 	ga0: 0.72 	ga1: 2.01 	ga2: 0.76 	ga3: 0.49 	ga4: 1.15 	ga5: 0.72 	ga6: 1.35 	gb0: 0.40 	gb1: 0.58 	gb2: 0.51 	gb3: 0.52 	gb4: 0.71 	gb5: 1.08 	gb6: 1.52 	gb7: 1.28 	gb8: 1.08 	gb9: -2.55
			Robot 11 	f: 22.09 	mf: -206.20 	ga0: 0.42 	ga1: 1.24 	ga2: 0.69 	ga3: 0.53 	ga4: 1.24 	ga5: 0.87 	ga6: 1.22 	gb0: 0.62 	gb1: 0.56 	gb2: 0.41 	gb3: 0.51 	gb4: 0.61 	gb5: 1.42 	gb6: 2.20 	gb7: -2.42 	gb8: 0.97 	gb9: 0.15
			Robot 12 	f: 150.55 	mf: 141.20 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: 41.75 	mf: 17.00 	ga0: 0.71 	ga1: 2.40 	ga2: 0.79 	ga3: 0.71 	ga4: 1.11 	ga5: 0.91 	ga6: 1.18 	gb0: 0.55 	gb1: 0.44 	gb2: 0.73 	gb3: 0.79 	gb4: 0.73 	gb5: -1.07 	gb6: -1.35 	gb7: 0.74 	gb8: -2.91 	gb9: -0.68
			Robot 14 	f: 77.65 	mf: -35.80 	ga0: 0.78 	ga1: 2.48 	ga2: 0.78 	ga3: 0.62 	ga4: 1.15 	ga5: 0.75 	ga6: 1.25 	gb0: 0.49 	gb1: 0.53 	gb2: 0.58 	gb3: 0.58 	gb4: 0.76 	gb5: 1.12 	gb6: -1.65 	gb7: -1.35 	gb8: -2.67 	gb9: -0.16
		Population 55
			Robot 0 	f: 158.83 	mf: 100.00 	ga0: 0.28 	ga1: 3.26 	ga2: 0.70 	ga3: 0.53 	ga4: 1.13 	ga5: 0.76 	ga6: 1.34 	gb0: 0.31 	gb1: 0.65 	gb2: 0.44 	gb3: 0.44 	gb4: 0.67 	gb5: 1.10 	gb6: 1.42 	gb7: 0.01 	gb8: 0.67 	gb9: -0.77
			Robot 1 	f: 184.42 	mf: 100.60 	ga0: 0.58 	ga1: 2.08 	ga2: 0.84 	ga3: 0.46 	ga4: 1.12 	ga5: 0.71 	ga6: 1.47 	gb0: 0.74 	gb1: 0.53 	gb2: 0.37 	gb3: 0.84 	gb4: 0.34 	gb5: 3.01 	gb6: -1.07 	gb7: 0.67 	gb8: -3.46 	gb9: -0.63
			Robot 2 	f: 134.24 	mf: -319.00 	ga0: 0.32 	ga1: 2.41 	ga2: 0.73 	ga3: 0.47 	ga4: 1.24 	ga5: 0.76 	ga6: 1.36 	gb0: 0.34 	gb1: 0.63 	gb2: 0.55 	gb3: 0.45 	gb4: 0.75 	gb5: -0.05 	gb6: -0.35 	gb7: -2.21 	gb8: 0.28 	gb9: 0.75
			Robot 3 	f: 15.54 	mf: 56.60 	ga0: 0.62 	ga1: 2.44 	ga2: 0.76 	ga3: 0.74 	ga4: 1.14 	ga5: 0.85 	ga6: 1.19 	gb0: 0.31 	gb1: 0.28 	gb2: 0.33 	gb3: 0.60 	gb4: 0.56 	gb5: 2.31 	gb6: -2.15 	gb7: -0.61 	gb8: -3.56 	gb9: -2.05
			Robot 4 	f: 70.75 	mf: 46.00 	ga0: 0.44 	ga1: 2.71 	ga2: 0.68 	ga3: 0.47 	ga4: 1.20 	ga5: 0.78 	ga6: 1.27 	gb0: 0.48 	gb1: 0.43 	gb2: 0.33 	gb3: 0.34 	gb4: 0.43 	gb5: -2.48 	gb6: 2.25 	gb7: -2.71 	gb8: 0.07 	gb9: 1.64
			Robot 5 	f: 137.20 	mf: 95.60 	ga0: 0.79 	ga1: 2.58 	ga2: 0.87 	ga3: 0.56 	ga4: 1.12 	ga5: 0.83 	ga6: 1.33 	gb0: 0.25 	gb1: 0.54 	gb2: 0.43 	gb3: 0.55 	gb4: 0.51 	gb5: 2.68 	gb6: -0.03 	gb7: -1.63 	gb8: 0.13 	gb9: 0.68
			Robot 6 	f: 115.13 	mf: -180.40 	ga0: 0.73 	ga1: 2.59 	ga2: 0.77 	ga3: 0.50 	ga4: 1.15 	ga5: 0.90 	ga6: 1.26 	gb0: 0.55 	gb1: 0.51 	gb2: 0.29 	gb3: 0.59 	gb4: 0.66 	gb5: 0.45 	gb6: 0.39 	gb7: -0.55 	gb8: -3.26 	gb9: -0.64
			Robot 7 	f: 20.09 	mf: 10.20 	ga0: 0.56 	ga1: 1.72 	ga2: 0.74 	ga3: 0.48 	ga4: 1.10 	ga5: 0.91 	ga6: 1.28 	gb0: 0.65 	gb1: 0.36 	gb2: 0.21 	gb3: 0.79 	gb4: 0.58 	gb5: -0.88 	gb6: -1.23 	gb7: -2.59 	gb8: -3.65 	gb9: -1.85
			Robot 8 	f: 192.19 	mf: 86.80 	ga0: 0.66 	ga1: 1.69 	ga2: 0.66 	ga3: 0.49 	ga4: 1.17 	ga5: 0.72 	ga6: 1.22 	gb0: 0.76 	gb1: 0.62 	gb2: 0.35 	gb3: 0.58 	gb4: 0.60 	gb5: -0.13 	gb6: -0.87 	gb7: -0.17 	gb8: 0.89 	gb9: -2.59
			Robot 9 	f: 105.39 	mf: 105.00 	ga0: 0.61 	ga1: 1.31 	ga2: 0.66 	ga3: 0.62 	ga4: 1.12 	ga5: 0.75 	ga6: 1.28 	gb0: 0.54 	gb1: 0.47 	gb2: 0.28 	gb3: 0.60 	gb4: 0.59 	gb5: -1.58 	gb6: -0.81 	gb7: -0.12 	gb8: -0.09 	gb9: -2.35
			Robot 10 	f: 143.86 	mf: 139.60 	ga0: 0.68 	ga1: 1.12 	ga2: 0.76 	ga3: 0.48 	ga4: 1.12 	ga5: 0.87 	ga6: 1.28 	gb0: 0.33 	gb1: 0.27 	gb2: 0.24 	gb3: 0.75 	gb4: 0.68 	gb5: -0.57 	gb6: 1.50 	gb7: -0.73 	gb8: -1.14 	gb9: -0.34
			Robot 11 	f: 16.25 	mf: 16.80 	ga0: 0.26 	ga1: 2.93 	ga2: 0.68 	ga3: 0.50 	ga4: 1.16 	ga5: 0.99 	ga6: 1.44 	gb0: 0.75 	gb1: 0.43 	gb2: 0.41 	gb3: 0.66 	gb4: 0.62 	gb5: 0.87 	gb6: -0.00 	gb7: -1.46 	gb8: 0.43 	gb9: -0.58
			Robot 12 	f: 192.40 	mf: 148.00 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: 46.01 	mf: 25.20 	ga0: 0.67 	ga1: 2.43 	ga2: 0.73 	ga3: 0.59 	ga4: 1.17 	ga5: 0.80 	ga6: 1.38 	gb0: 0.42 	gb1: 0.27 	gb2: 0.56 	gb3: 0.66 	gb4: 0.53 	gb5: 2.07 	gb6: -0.13 	gb7: 0.41 	gb8: -0.46 	gb9: 0.03
			Robot 14 	f: 218.70 	mf: 85.00 	ga0: 0.78 	ga1: 2.48 	ga2: 0.78 	ga3: 0.62 	ga4: 1.15 	ga5: 0.75 	ga6: 1.25 	gb0: 0.49 	gb1: 0.53 	gb2: 0.58 	gb3: 0.58 	gb4: 0.76 	gb5: 1.12 	gb6: -1.65 	gb7: -1.35 	gb8: -2.67 	gb9: -0.16
		Population 56
			Robot 0 	f: 34.01 	mf: 105.00 	ga0: 0.45 	ga1: 2.86 	ga2: 0.90 	ga3: 0.50 	ga4: 1.12 	ga5: 0.72 	ga6: 1.27 	gb0: 0.69 	gb1: 0.44 	gb2: 0.67 	gb3: 0.76 	gb4: 0.69 	gb5: 0.75 	gb6: -1.65 	gb7: -1.34 	gb8: 1.81 	gb9: -2.51
			Robot 1 	f: 6.47 	mf: 101.40 	ga0: 0.30 	ga1: 2.64 	ga2: 0.76 	ga3: 0.58 	ga4: 1.10 	ga5: 0.69 	ga6: 1.34 	gb0: 0.31 	gb1: 0.62 	gb2: 0.20 	gb3: 0.85 	gb4: 0.38 	gb5: -0.78 	gb6: 0.16 	gb7: 1.80 	gb8: -3.88 	gb9: 1.75
			Robot 2 	f: -1400.07 	mf: -606.60 	ga0: 0.24 	ga1: 3.22 	ga2: 0.70 	ga3: 0.47 	ga4: 1.16 	ga5: 0.83 	ga6: 1.29 	gb0: 0.66 	gb1: 0.53 	gb2: 0.31 	gb3: 0.34 	gb4: 0.47 	gb5: 0.96 	gb6: 0.62 	gb7: -0.09 	gb8: -0.14 	gb9: -1.60
			Robot 3 	f: 30.88 	mf: 44.80 	ga0: 0.62 	ga1: 2.45 	ga2: 0.91 	ga3: 0.61 	ga4: 1.11 	ga5: 0.76 	ga6: 1.20 	gb0: 0.33 	gb1: 0.58 	gb2: 0.59 	gb3: 0.56 	gb4: 0.52 	gb5: 1.83 	gb6: 0.76 	gb7: 1.52 	gb8: -0.19 	gb9: -0.38
			Robot 4 	f: 45.60 	mf: 46.40 	ga0: 0.77 	ga1: 2.59 	ga2: 0.81 	ga3: 0.47 	ga4: 1.14 	ga5: 0.73 	ga6: 1.43 	gb0: 0.69 	gb1: 0.65 	gb2: 0.33 	gb3: 0.41 	gb4: 0.33 	gb5: -1.34 	gb6: 0.14 	gb7: -1.35 	gb8: -2.47 	gb9: 0.70
			Robot 5 	f: 16.43 	mf: 93.00 	ga0: 0.36 	ga1: 2.52 	ga2: 0.77 	ga3: 0.52 	ga4: 1.34 	ga5: 0.75 	ga6: 1.27 	gb0: 0.40 	gb1: 0.33 	gb2: 0.26 	gb3: 0.61 	gb4: 0.80 	gb5: -0.65 	gb6: -0.10 	gb7: -1.24 	gb8: -0.59 	gb9: 1.36
			Robot 6 	f: 99.33 	mf: -157.60 	ga0: 0.68 	ga1: 2.53 	ga2: 0.72 	ga3: 0.72 	ga4: 1.23 	ga5: 0.79 	ga6: 1.24 	gb0: 0.70 	gb1: 0.26 	gb2: 0.38 	gb3: 0.33 	gb4: 0.84 	gb5: 0.54 	gb6: -1.70 	gb7: -0.98 	gb8: -0.20 	gb9: 1.82
			Robot 7 	f: 235.54 	mf: 51.60 	ga0: 0.56 	ga1: 1.72 	ga2: 0.74 	ga3: 0.48 	ga4: 1.10 	ga5: 0.91 	ga6: 1.28 	gb0: 0.65 	gb1: 0.36 	gb2: 0.21 	gb3: 0.79 	gb4: 0.58 	gb5: -0.88 	gb6: -1.23 	gb7: -2.59 	gb8: -3.65 	gb9: -1.85
			Robot 8 	f: -1871.96 	mf: -289.80 	ga0: 0.82 	ga1: 1.54 	ga2: 0.66 	ga3: 0.48 	ga4: 1.13 	ga5: 0.70 	ga6: 1.22 	gb0: 0.75 	gb1: 0.61 	gb2: 0.32 	gb3: 0.35 	gb4: 0.55 	gb5: 1.49 	gb6: 1.37 	gb7: 0.91 	gb8: 2.05 	gb9: -1.91
			Robot 9 	f: 117.52 	mf: 128.00 	ga0: 0.62 	ga1: 1.44 	ga2: 0.67 	ga3: 0.54 	ga4: 1.10 	ga5: 0.71 	ga6: 1.25 	gb0: 0.69 	gb1: 0.64 	gb2: 0.21 	gb3: 0.49 	gb4: 0.44 	gb5: -0.87 	gb6: -0.12 	gb7: -1.89 	gb8: 0.05 	gb9: -0.48
			Robot 10 	f: 21.56 	mf: 123.80 	ga0: 0.65 	ga1: 0.90 	ga2: 0.93 	ga3: 0.48 	ga4: 1.10 	ga5: 0.77 	ga6: 1.25 	gb0: 0.47 	gb1: 0.27 	gb2: 0.25 	gb3: 0.36 	gb4: 0.47 	gb5: -0.81 	gb6: 2.04 	gb7: -1.02 	gb8: -2.47 	gb9: -2.19
			Robot 11 	f: 68.21 	mf: -3.00 	ga0: 0.45 	ga1: 1.85 	ga2: 0.67 	ga3: 0.49 	ga4: 1.12 	ga5: 0.83 	ga6: 1.43 	gb0: 0.73 	gb1: 0.62 	gb2: 0.68 	gb3: 0.42 	gb4: 0.36 	gb5: 2.24 	gb6: -1.09 	gb7: -2.87 	gb8: -1.93 	gb9: -0.80
			Robot 12 	f: 167.84 	mf: 142.60 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: 82.32 	mf: 35.20 	ga0: 0.82 	ga1: 2.72 	ga2: 0.82 	ga3: 0.69 	ga4: 1.13 	ga5: 0.74 	ga6: 1.29 	gb0: 0.70 	gb1: 0.22 	gb2: 0.73 	gb3: 0.38 	gb4: 0.57 	gb5: -0.95 	gb6: 0.98 	gb7: 1.38 	gb8: -1.98 	gb9: -1.34
			Robot 14 	f: 199.03 	mf: 124.80 	ga0: 0.78 	ga1: 2.48 	ga2: 0.78 	ga3: 0.62 	ga4: 1.15 	ga5: 0.75 	ga6: 1.25 	gb0: 0.49 	gb1: 0.53 	gb2: 0.58 	gb3: 0.58 	gb4: 0.76 	gb5: 1.12 	gb6: -1.65 	gb7: -1.35 	gb8: -2.67 	gb9: -0.16
		Population 57
			Robot 0 	f: 100.54 	mf: 114.00 	ga0: 0.27 	ga1: 2.66 	ga2: 1.01 	ga3: 0.49 	ga4: 1.10 	ga5: 0.78 	ga6: 1.24 	gb0: 0.32 	gb1: 0.41 	gb2: 0.53 	gb3: 0.38 	gb4: 0.55 	gb5: 1.90 	gb6: 1.07 	gb7: 0.54 	gb8: 1.17 	gb9: -1.03
			Robot 1 	f: 7.89 	mf: 101.20 	ga0: 0.46 	ga1: 2.55 	ga2: 0.79 	ga3: 0.52 	ga4: 1.10 	ga5: 0.68 	ga6: 1.50 	gb0: 0.23 	gb1: 0.70 	gb2: 0.31 	gb3: 0.87 	gb4: 0.70 	gb5: 2.18 	gb6: -0.35 	gb7: -1.30 	gb8: -0.68 	gb9: 1.16
			Robot 2 	f: 88.94 	mf: -166.00 	ga0: 0.72 	ga1: 2.84 	ga2: 0.68 	ga3: 0.62 	ga4: 1.24 	ga5: 0.77 	ga6: 1.25 	gb0: 0.40 	gb1: 0.66 	gb2: 0.51 	gb3: 0.70 	gb4: 0.80 	gb5: 0.19 	gb6: 1.59 	gb7: 1.42 	gb8: -2.20 	gb9: 0.78
			Robot 3 	f: 205.64 	mf: 88.20 	ga0: 0.62 	ga1: 2.45 	ga2: 0.91 	ga3: 0.61 	ga4: 1.11 	ga5: 0.76 	ga6: 1.20 	gb0: 0.33 	gb1: 0.58 	gb2: 0.59 	gb3: 0.56 	gb4: 0.52 	gb5: 1.83 	gb6: 0.76 	gb7: 1.52 	gb8: -0.19 	gb9: -0.38
			Robot 4 	f: 108.35 	mf: 48.40 	ga0: 0.70 	ga1: 2.53 	ga2: 0.97 	ga3: 0.70 	ga4: 1.11 	ga5: 0.70 	ga6: 1.32 	gb0: 0.40 	gb1: 0.27 	gb2: 0.31 	gb3: 0.34 	gb4: 0.62 	gb5: 1.89 	gb6: 0.23 	gb7: -1.44 	gb8: 0.23 	gb9: -2.07
			Robot 5 	f: 16.66 	mf: 66.20 	ga0: 0.75 	ga1: 2.49 	ga2: 0.89 	ga3: 0.61 	ga4: 1.21 	ga5: 0.71 	ga6: 1.24 	gb0: 0.43 	gb1: 0.20 	gb2: 0.50 	gb3: 0.61 	gb4: 0.67 	gb5: 0.91 	gb6: 0.23 	gb7: -1.90 	gb8: -0.83 	gb9: -0.59
			Robot 6 	f: 31.33 	mf: -173.60 	ga0: 0.83 	ga1: 3.25 	ga2: 0.69 	ga3: 0.67 	ga4: 1.21 	ga5: 0.73 	ga6: 1.38 	gb0: 0.50 	gb1: 0.33 	gb2: 0.53 	gb3: 0.52 	gb4: 0.47 	gb5: -1.89 	gb6: -1.90 	gb7: -2.09 	gb8: -2.58 	gb9: 1.45
			Robot 7 	f: 64.35 	mf: 57.80 	ga0: 0.59 	ga1: 1.05 	ga2: 0.70 	ga3: 0.48 	ga4: 1.26 	ga5: 0.94 	ga6: 1.25 	gb0: 0.43 	gb1: 0.27 	gb2: 0.46 	gb3: 0.75 	gb4: 0.39 	gb5: 0.40 	gb6: -2.31 	gb7: -1.53 	gb8: -1.21 	gb9: 0.87
			Robot 8 	f: 78.11 	mf: -275.40 	ga0: 0.36 	ga1: 2.00 	ga2: 0.67 	ga3: 0.48 	ga4: 1.11 	ga5: 0.69 	ga6: 1.21 	gb0: 0.56 	gb1: 0.56 	gb2: 0.44 	gb3: 0.72 	gb4: 0.51 	gb5: 2.92 	gb6: 2.29 	gb7: -2.43 	gb8: -1.35 	gb9: -3.34
			Robot 9 	f: 12.62 	mf: 129.40 	ga0: 0.31 	ga1: 1.95 	ga2: 0.67 	ga3: 0.66 	ga4: 1.09 	ga5: 0.70 	ga6: 1.23 	gb0: 0.45 	gb1: 0.33 	gb2: 0.43 	gb3: 0.77 	gb4: 0.68 	gb5: 0.74 	gb6: 1.46 	gb7: 0.28 	gb8: -1.82 	gb9: -0.75
			Robot 10 	f: 128.55 	mf: 109.60 	ga0: 0.64 	ga1: 1.68 	ga2: 0.80 	ga3: 0.48 	ga4: 1.09 	ga5: 0.73 	ga6: 1.26 	gb0: 0.30 	gb1: 0.63 	gb2: 0.60 	gb3: 0.72 	gb4: 0.66 	gb5: -2.46 	gb6: 2.54 	gb7: 0.35 	gb8: -1.46 	gb9: -2.83
			Robot 11 	f: 191.01 	mf: 61.20 	ga0: 0.45 	ga1: 1.85 	ga2: 0.67 	ga3: 0.49 	ga4: 1.12 	ga5: 0.83 	ga6: 1.43 	gb0: 0.73 	gb1: 0.62 	gb2: 0.68 	gb3: 0.42 	gb4: 0.36 	gb5: 2.24 	gb6: -1.09 	gb7: -2.87 	gb8: -1.93 	gb9: -0.80
			Robot 12 	f: 179.09 	mf: 147.60 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: 2.63 	mf: 44.40 	ga0: 0.73 	ga1: 2.59 	ga2: 0.74 	ga3: 0.58 	ga4: 1.11 	ga5: 0.71 	ga6: 1.25 	gb0: 0.69 	gb1: 0.15 	gb2: 0.67 	gb3: 0.42 	gb4: 0.55 	gb5: 1.75 	gb6: 2.25 	gb7: 0.52 	gb8: -1.88 	gb9: -0.10
			Robot 14 	f: 144.24 	mf: 136.00 	ga0: 0.35 	ga1: 1.74 	ga2: 0.87 	ga3: 0.56 	ga4: 1.12 	ga5: 0.79 	ga6: 1.27 	gb0: 0.55 	gb1: 0.53 	gb2: 0.69 	gb3: 0.39 	gb4: 0.84 	gb5: 0.48 	gb6: -2.55 	gb7: -2.26 	gb8: -2.33 	gb9: -2.37
		Population 58
			Robot 0 	f: 127.92 	mf: 110.00 	ga0: 0.45 	ga1: 2.56 	ga2: 0.84 	ga3: 0.48 	ga4: 1.29 	ga5: 0.75 	ga6: 1.23 	gb0: 0.46 	gb1: 0.23 	gb2: 0.34 	gb3: 0.44 	gb4: 0.41 	gb5: 1.94 	gb6: 2.49 	gb7: 0.84 	gb8: -2.71 	gb9: -0.43
			Robot 1 	f: 32.44 	mf: 79.60 	ga0: 0.55 	ga1: 2.51 	ga2: 0.73 	ga3: 0.50 	ga4: 1.09 	ga5: 0.70 	ga6: 1.35 	gb0: 0.45 	gb1: 0.66 	gb2: 0.25 	gb3: 0.59 	gb4: 0.57 	gb5: 1.97 	gb6: 1.54 	gb7: -1.22 	gb8: -2.30 	gb9: -0.70
			Robot 2 	f: 95.68 	mf: -174.60 	ga0: 0.84 	ga1: 3.33 	ga2: 0.88 	ga3: 0.55 	ga4: 1.16 	ga5: 0.72 	ga6: 1.23 	gb0: 0.30 	gb1: 0.52 	gb2: 0.61 	gb3: 0.64 	gb4: 0.85 	gb5: 0.27 	gb6: -1.01 	gb7: 1.57 	gb8: 0.75 	gb9: -0.68
			Robot 3 	f: 135.25 	mf: 111.40 	ga0: 0.63 	ga1: 1.73 	ga2: 0.83 	ga3: 0.77 	ga4: 1.10 	ga5: 0.85 	ga6: 1.21 	gb0: 0.22 	gb1: 0.57 	gb2: 0.26 	gb3: 0.54 	gb4: 0.74 	gb5: 2.66 	gb6: 2.43 	gb7: 1.12 	gb8: -2.64 	gb9: 0.43
			Robot 4 	f: 120.92 	mf: 71.00 	ga0: 0.33 	ga1: 1.25 	ga2: 0.82 	ga3: 0.80 	ga4: 1.32 	ga5: 0.80 	ga6: 1.43 	gb0: 0.63 	gb1: 0.25 	gb2: 0.37 	gb3: 0.65 	gb4: 0.42 	gb5: -0.21 	gb6: -0.45 	gb7: -0.55 	gb8: 0.39 	gb9: -1.64
			Robot 5 	f: 122.64 	mf: 90.80 	ga0: 0.84 	ga1: 1.74 	ga2: 0.78 	ga3: 0.74 	ga4: 1.15 	ga5: 0.87 	ga6: 1.23 	gb0: 0.45 	gb1: 0.22 	gb2: 0.68 	gb3: 0.75 	gb4: 0.60 	gb5: -1.10 	gb6: 0.08 	gb7: -3.11 	gb8: -2.22 	gb9: 0.82
			Robot 6 	f: 70.82 	mf: 84.40 	ga0: 0.73 	ga1: 2.86 	ga2: 0.68 	ga3: 0.77 	ga4: 1.15 	ga5: 0.71 	ga6: 1.36 	gb0: 0.33 	gb1: 0.33 	gb2: 0.63 	gb3: 0.42 	gb4: 0.60 	gb5: 0.21 	gb6: 1.08 	gb7: -1.09 	gb8: -3.36 	gb9: -0.14
			Robot 7 	f: 13.66 	mf: 57.00 	ga0: 0.61 	ga1: 1.88 	ga2: 0.89 	ga3: 0.61 	ga4: 1.17 	ga5: 0.81 	ga6: 1.23 	gb0: 0.47 	gb1: 0.39 	gb2: 0.23 	gb3: 0.52 	gb4: 0.46 	gb5: 0.80 	gb6: -2.44 	gb7: -1.76 	gb8: 0.92 	gb9: 0.49
